status	url	final_url
200	https://jobs.utah.gov/customereducation/services/foodstamps/index.html	https://jobs.utah.gov/customereducation/services/foodstamps/index.html
403	https://kancare.ks.gov/	https://www.kancare.ks.gov/
200	https://kynect.ky.gov/benefits/	https://kynect.ky.gov/benefits/s/?language=en_US
200	https://ldh.la.gov/medicaid	https://ldh.la.gov/medicaid
200	https://ldh.la.gov/page/lachip	https://ldh.la.gov/page/lachip
000ERR	https://medicaid.alabama.gov	https://medicaid.alabama.gov/
200	https://medicaid.georgia.gov	https://medicaid.georgia.gov/
200	https://medicaid.ms.gov/	https://medicaid.ms.gov/
200	https://medicaid.ms.gov/programs/childrens-health-insurance-program/	https://medicaid.ms.gov/programs/childrens-health-insurance-program-chip/
200	https://medicaid.ncdhhs.gov/	https://medicaid.ncdhhs.gov/
200	https://medicaid.ncdhhs.gov/beneficiaries	https://medicaid.ncdhhs.gov/beneficiaries
200	https://medicaid.ohio.gov/	https://medicaid.ohio.gov/
200	https://medicaid.ohio.gov/families-and-individuals/coverage/coverage-for-children-and-pregnant-women	https://medicaid.ohio.gov/families-and-individuals/coverage/coverage-for-children-and-pregnant-women
200	https://medicaid.utah.gov/	https://medicaid.utah.gov/
200	https://medquest.hawaii.gov/	https://medquest.hawaii.gov/
200	https://mn.gov/dhs/people-we-serve/adults/economic-assistance/food-nutrition/programs-and-services/supplemental-nutrition-assistance-program.jsp	http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=6da44941-1d88-4fe0-a48f-5f4257163c67&ssb=24037227111&ssc=https%3A%2F%2Fmn.gov%2Fdhs%2Fpeople-we-serve%2Fadults%2Feconomic-assistance%2Ffood-nutrition%2Fprograms-and-services%2Fsupplemental-nutrition-assistance-program.jsp&ssi=5d1fae3e-bf56-48bc-b72b-670a102ff514&ssk=support@shieldsquare.com&ssm=84083897194728299102892379793348&ssn=a3b6955d5c54898d1fd5a870331b2aa23928ef480a17-f3db-4a40-88f76f&sso=1d983f41-51ced8c8798518ed008e75f5adea14b201d65349a73b399b&ssp=84360013641778082503177805187197359&ssq=06740229634964543152996349787933491573874&ssr=NTIuMTY1LjI1MS4xNjU=&sst=Mozilla/5.0+(compatible;+BudgetAtlas-link-audit;++https://github.com/TheBudgetAtlas/thebudgetatlas)&ssu=&ssv=&ssw=&ssx=W10=
200	https://mn.gov/dhs/people-we-serve/adults/health-care/health-care-programs/	http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=005c9f6e-5258-4275-a99e-bc253d3d4b3d&ssb=94037229119&ssc=https%3A%2F%2Fmn.gov%2Fdhs%2Fpeople-we-serve%2Fadults%2Fhealth-care%2Fhealth-care-programs%2F&ssi=19e84f76-bf56-45fa-bdc0-e06739de7f43&ssk=support@shieldsquare.com&ssm=48703732412686446100870594324868&ssn=b3125497858c9c8be0fdace39d6d1a986a86dfb6c6dd-d556-4f6b-864bca&sso=a8cb08f8-e42a2bc8d74d5b5c0ecedff56bf80c31c9c07dcf4395e6d7&ssp=49591347331778008006177801935752413&ssq=07235989636684029069596366077734422276144&ssr=NTIuMTY1LjI1MS4xNjU=&sst=Mozilla/5.0+(compatible;+BudgetAtlas-link-audit;++https://github.com/TheBudgetAtlas/thebudgetatlas)&ssu=&ssv=&ssw=&ssx=W10=
200	https://mn.gov/dhs/people-we-serve/adults/health-care/health-care-programs/programs-and-services/minnesotacare.jsp	http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=b4b0a5fd-bbda-4b63-a017-78b25ed8f01c&ssb=94037229119&ssc=https%3A%2F%2Fmn.gov%2Fdhs%2Fpeople-we-serve%2Fadults%2Fhealth-care%2Fhealth-care-programs%2Fprograms-and-services%2Fminnesotacare.jsp&ssi=2bb56322-bf56-4230-98c9-7647938278f8&ssk=support@shieldsquare.com&ssm=48703732412686446100870594324868&ssn=b312549775549f6f96cc98e377d81a986a866b124990-29eb-4a2f-964bca&sso=a8cb0ded-e795af447d425b5c0ece408b9b6ecb28f27f6fce4395e6d7&ssp=49591347331778008006177801935752413&ssq=07235989636684029069596366077734422276144&ssr=NTIuMTY1LjI1MS4xNjU=&sst=Mozilla/5.0+(compatible;+BudgetAtlas-link-audit;++https://github.com/TheBudgetAtlas/thebudgetatlas)&ssu=&ssv=&ssw=&ssx=W10=
200	https://mtrevenue.gov	https://revenue.mt.gov/
200	https://mydss.mo.gov/food-assistance	https://mydss.mo.gov/food-assistance
200	https://mydss.mo.gov/healthcare	https://mydss.mo.gov/healthcare
200	https://newsroom.aaa.com/auto/your-driving-costs/	https://newsroom.aaa.com/asset/automated-enforcement-checklist/
200	https://oklahoma.gov/okdhs/services/snap.html	https://oklahoma.gov/okdhs/services/snap.html
200	https://oklahoma.gov/tax.html	https://oklahoma.gov/tax.html
200	https://otr.cfo.dc.gov	https://otr.cfo.dc.gov/
200	https://portal.ct.gov/DRS	https://portal.ct.gov/DRS
200	https://portal.ct.gov/dss/find-benefits-and-support/food-assistance	https://portal.ct.gov/dss/find-benefits-and-support/food-assistance
200	https://portal.ct.gov/dss/find-benefits-and-support/healthcare-coverage	https://portal.ct.gov/dss/find-benefits-and-support/healthcare-coverage
200	https://revenue.alabama.gov	https://www.revenue.alabama.gov/
200	https://revenue.delaware.gov	https://revenue.delaware.gov/
200	https://revenue.ky.gov	https://revenue.ky.gov/Pages/index.aspx
200	https://revenue.louisiana.gov	https://revenue.louisiana.gov/
200	https://revenue.nebraska.gov	https://revenue.nebraska.gov/
200	https://revenue.wyo.gov	https://revenue.wyo.gov/
200	https://tax.alaska.gov	https://tax.alaska.gov/
200	https://tax.colorado.gov	https://tax.colorado.gov/
200	https://tax.hawaii.gov	https://tax.hawaii.gov/
200	https://tax.idaho.gov	https://tax.idaho.gov/
200	https://tax.illinois.gov	https://tax.illinois.gov/
200	https://tax.iowa.gov	https://revenue.iowa.gov/
200	https://tax.nv.gov	https://tax.nv.gov/
200	https://tax.ohio.gov	https://tax.ohio.gov/
200	https://tax.ri.gov	https://tax.ri.gov/
200	https://tax.utah.gov	https://tax.utah.gov/
200	https://tax.vermont.gov	https://tax.vermont.gov/
200	https://tax.wv.gov	https://tax.wv.gov/Pages/default.aspx
200	https://taxfoundation.org/data/all/state/state-income-tax-rates/	https://taxfoundation.org/data/all/state/state-income-tax-rates/
200	https://www.alabamapublichealth.gov/allkids/index.html	https://www.alabamapublichealth.gov/allkids/index.html
200	https://www.azahcccs.gov/	https://www.azahcccs.gov/
200	https://www.azahcccs.gov/Members/GetCovered/Categories/kidscare.html	https://www.azahcccs.gov/Members/GetCovered/Categories/kidscare.html
403	https://www.bls.gov/cex/	https://www.bls.gov/cex/
403	https://www.bls.gov/cex/tables.htm	https://www.bls.gov/cex/tables.htm
200	https://www.care.com/c/cost-of-care-report/	https://www.care.com/c/cost-of-care-report/
403	https://www.cbpp.org/research/food-assistance/states-have-flexibility-to-expand-snap-categorical-eligibility	https://www.cbpp.org/research/food-assistance/states-have-flexibility-to-expand-snap-categorical-eligibility
200	https://www.cdss.ca.gov/calfresh	https://www.cdss.ca.gov/calfresh
200	https://www.chfs.ky.gov/agencies/dcbs/dfs/nab/Pages/snap.aspx	https://www.chfs.ky.gov/agencies/dcbs/dfs/nab/Pages/snap.aspx
200	https://www.chfs.ky.gov/agencies/dms/Pages/default.aspx	https://www.chfs.ky.gov/agencies/dms/Pages/default.aspx
200	https://www.childcareaware.org/price-landscape24/	https://www.childcareaware.org/price-landscape24/
404	https://www.dcf.ks.gov/services/Pages/Food-Assistance.aspx	https://www.dcf.ks.gov/services/Pages/Food-Assistance.aspx
200	https://www.dcfs.louisiana.gov/page/snap	https://www.dcfs.louisiana.gov/page/snap
200	https://www.dfa.arkansas.gov/income-tax	https://www.dfa.arkansas.gov/office/taxes/income-tax-administration/
200	https://www.dhcs.ca.gov/services/medi-cal	https://www.dhcs.ca.gov/services/medi-cal
403	https://www.dhhs.nh.gov/programs-services/medicaid	https://www.dhhs.nh.gov/programs-services/medicaid
403	https://www.dhhs.nh.gov/programs-services/medicaid/food-stamp-program	https://www.dhhs.nh.gov/programs-services/medicaid/food-stamp-program
200	https://www.dhs.pa.gov/Services/Assistance/Pages/Medical-Assistance-Health-Care.aspx	https://www.pa.gov/agencies/dhs
200	https://www.dhs.pa.gov/Services/Assistance/Pages/SNAP.aspx	https://www.pa.gov/agencies/dhs/resources/snap
200	https://www.dhs.state.il.us/page.aspx?item=30357	https://www.dhs.state.il.us/page.aspx?item=30357
200	https://www.dhs.wisconsin.gov/badgercareplus/	https://www.dhs.wisconsin.gov/badgercareplus/index.htm
200	https://www.dhs.wisconsin.gov/foodshare/index.htm	https://www.dhs.wisconsin.gov/foodshare/index.htm
200	https://www.dmas.virginia.gov/	https://www.dmas.virginia.gov/
000ERR	https://www.dor.ms.gov	https://www.dor.ms.gov/
200	https://www.dshs.wa.gov/esa/community-services-offices/basic-food	https://www.dshs.wa.gov/esa/community-services-offices/basic-food
200	https://www.dss.virginia.gov/benefit/snap.cgi	https://www.dss.virginia.gov/relief/
200	https://www.eia.gov/consumption/residential/	https://www.eia.gov/consumption/residential/
403	https://www.epi.org/resources/budget/budget-factsheets/	https://www.epi.org/resources/budget/budget-factsheets/
403	https://www.floridakidcare.org/	https://www.floridakidcare.org/
200	https://www.fns.usda.gov/snap/recipient/eligibility	https://www.fns.usda.gov/snap/recipient/eligibility
200	https://www.ftb.ca.gov	https://www.ftb.ca.gov/
200	https://www.greenmountaincare.org/	https://dvha.vermont.gov/members
200	https://www.greenmountaincare.org/dr-dynasaur	https://dvha.vermont.gov/members
200	https://www.hca.nm.gov/lookingforassistance/snap/	https://www.hca.nm.gov/2023/07/13/snap-benefit-ebt-cards-hacked-in-los-lunas-n-m/
200	https://www.hca.nm.gov/lookingforinformation/medicaid/	https://www.hca.nm.gov/medicaid-1115-waiver-renewal/
200	https://www.hca.wa.gov/free-or-low-cost-health-care/i-need-medical-dental-or-vision-care/children	https://www.hca.wa.gov/free-or-low-cost-health-care/i-need-medical-dental-or-vision-care/children
200	https://www.hca.wa.gov/health-care-services-supports/apple-health-medicaid-coverage	https://www.hca.wa.gov/free-or-low-cost-health-care/i-need-medical-dental-or-vision-care
200	https://www.health.ny.gov/health_care/child_health_plus/	https://www.health.ny.gov/health_care/child_health_plus/
200	https://www.health.ny.gov/health_care/medicaid/	https://www.health.ny.gov/health_care/medicaid/
200	https://www.hhs.nd.gov/healthcare/CHIP	https://www.hhs.nd.gov/healthcare/CHIP
200	https://www.hhs.nd.gov/medicaid	https://www.hhs.nd.gov/healthcare/medicaid
200	https://www.hhs.nd.gov/snap	https://www.hhs.nd.gov/applyforhelp/snap
200	https://www.hhs.texas.gov/services/food/snap-food-benefits	https://www.hhs.texas.gov/services/food/snap-food-benefits
200	https://www.hhs.texas.gov/services/health/medicaid-chip	https://www.hhs.texas.gov/services/health/medicaid-chip
200	https://www.hhs.texas.gov/services/health/medicaid-chip/medicaid-chip-members/chip	https://www.hhs.texas.gov/services/health/medicaid-chip/medicaid-chip-members/chip
200	https://www.hud.gov/hudclips/handbooks/housing-4350-3	https://www.hud.gov/hudclips/handbooks/housing-4350-3
200	https://www.huduser.gov/portal/datasets/fmr.html	https://www.huduser.gov/portal/datasets/fmr.html
200	https://www.in.gov/dor	https://www.in.gov/dor/
200	https://www.in.gov/fssa/dfr/snap-food-assistance	https://www.in.gov/fssa/dfr/snap-food-assistance/
200	https://www.in.gov/medicaid/	https://www.in.gov/medicaid/
200	https://www.in.gov/medicaid/members/member-programs/hoosier-healthwise/	https://www.in.gov/medicaid/members/member-programs/hoosier-healthwise/
200	https://www.insurekidsnow.gov	https://www.insurekidsnow.gov/
200	https://www.irs.gov/pub/irs-drop/rp-25-32.pdf	https://www.irs.gov/pub/irs-drop/rp-25-32.pdf
200	https://www.kff.org/medicaid/issue-brief/status-of-state-medicaid-expansion-decisions-interactive-map/	https://www.kff.org/medicaid/status-of-state-medicaid-expansion-decisions/
200	https://www.kff.org/series/employer-health-benefits-survey/	https://www.kff.org/series/employer-health-benefits-survey/
200	https://www.ksrevenue.gov	https://www.ksrevenue.gov/
200	https://www.maine.gov/dhhs/ofi/programs-services/food-supplement	https://www.maine.gov/dhhs/ofi/programs-services/food-supplement
200	https://www.maine.gov/dhhs/oms/	https://www.maine.gov/dhhs/oms/
200	https://www.maine.gov/revenue	https://www.maine.gov/revenue/
200	https://www.marylandtaxes.gov	https://www.marylandcomptroller.gov/
200	https://www.mass.gov/masshealth	https://www.mass.gov/orgs/masshealth
200	https://www.mass.gov/orgs/massachusetts-department-of-revenue	https://www.mass.gov/orgs/massachusetts-department-of-revenue
200	https://www.mass.gov/snap-benefits-formerly-food-stamps	https://www.mass.gov/snap-benefits-formerly-food-stamps
200	https://www.mdhs.ms.gov/economic-assistance/snap/	https://www.mdhs.ms.gov/help/snap/
200	https://www.medicaid.gov/chip/eligibility/index.html	https://www.medicaid.gov/chip/chip-eligibility-enrollment
200	https://www.medicaid.gov/medicaid/index.html	https://www.medicaid.gov/medicaid
403	https://www.michigan.gov/mdhhs/assistance-programs/food-assistance	https://www.michigan.gov/mdhhs/assistance-programs/food-assistance
403	https://www.michigan.gov/mdhhs/assistance-programs/medicaid	https://www.michigan.gov/mdhhs/assistance-programs/medicaid
403	https://www.michigan.gov/mdhhs/assistance-programs/medicaid/michild	https://www.michigan.gov/mdhhs/assistance-programs/medicaid/michild
403	https://www.michigan.gov/treasury	https://www.michigan.gov/treasury
200	https://www.myflfamilies.com/services/public-assistance/supplemental-nutrition-assistance-program-snap	https://www.myflfamilies.com/services/public-assistance/supplemental-nutrition-assistance-program-snap
200	https://www.ncdhhs.gov/divisions/social-services/food-and-nutrition-services-food-stamps	https://www.ncdhhs.gov/divisions/child-and-family-well-being/food-and-nutrition-services-food-stamps
200	https://www.ncdor.gov	https://www.ncdor.gov/
200	https://www.ncsl.org/labor-and-employment/state-minimum-wages	https://www.ncsl.org/labor-and-employment/state-minimum-wages
200	https://www.nevadamedicaid.nv.gov/	https://www.nevadamedicaid.nv.gov/
200	https://www.nj.gov/humanservices/njsnap/	https://www.nj.gov/humanservices/njsnap/
200	https://www.nj.gov/treasury/taxation	https://www.nj.gov/treasury/taxation/
200	https://www.njfamilycare.org/	https://njfamilycare.dhs.state.nj.us/
200	https://www.numbeo.com/cost-of-living/	https://www.numbeo.com/cost-of-living/
200	https://www.ny.gov/services/apply-snap	https://www.ny.gov/services/apply-snap
200	https://www.okhca.org/	https://oklahoma.gov/ohca.html
200	https://www.oregon.gov/dor	https://www.oregon.gov/dor/Pages/index.aspx
200	https://www.oregon.gov/odhs/food/Pages/default.aspx	https://www.oregon.gov/odhs/food/Pages/default.aspx
200	https://www.oregon.gov/oha/hsd/ohp/Pages/index.aspx	https://www.oregon.gov/oha/hsd/ohp/Pages/index.aspx
200	https://www.pa.gov/agencies/dhs/resources/chip.html	https://www.pa.gov/agencies/dhs/resources/chip
403	https://www.rentcafe.com/average-rent-market-trends/us/	https://www.rentcafe.com/average-rent-market-trends/us/
403	https://www.revenue.nh.gov	https://www.revenue.nh.gov/
200	https://www.revenue.pa.gov	https://www.pa.gov/agencies/revenue
200	https://www.revenue.state.mn.us	https://www.revenue.state.mn.us/
200	https://www.revenue.wi.gov	https://www.revenue.wi.gov/Pages/home.aspx
200	https://www.scdhhs.gov/	https://www.scdhhs.gov/
403	https://www.ssa.gov/oact/cola/cbb.html	https://www.ssa.gov/oact/cola/cbb.html
200	https://www.tax.nd.gov	https://www.tax.nd.gov/
200	https://www.tax.newmexico.gov	https://www.tax.newmexico.gov/
200	https://www.tax.ny.gov	https://www.tax.ny.gov/
200	https://www.tax.virginia.gov	https://www.tax.virginia.gov/
000ERR	https://www.tn.gov/humanservices/for-families/supplemental-nutrition-assistance-program-snap.html	https://www.tn.gov/humanservices/for-families/supplemental-nutrition-assistance-program-snap.html
000ERR	https://www.tn.gov/revenue	https://www.tn.gov/revenue
200	https://www.tn.gov/tenncare.html	https://www.tn.gov/tenncare.html
000ERR	https://www.tn.gov/tenncare/members-applicants/learn-more-apply/redirect-coverkids.html	https://www.tn.gov/coverkids/
403	https://www.zillow.com/research/data/	https://www.zillow.com/research/data/
